PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32732151","Multiple comparisons of the efficacy and safety for six treatments in Acute Achilles Tendon Rupture patients: A systematic review and network meta-analysis","Shi F, Wu S, Cai W, Zhao Y.","Foot Ankle Surg. 2021 Jul;27(5):468-479. doi: 10.1016/j.fas.2020.07.004. Epub 2020 Jul 18.","Shi F","Foot Ankle Surg","2021","2020/08/01","","","10.1016/j.fas.2020.07.004"
"32725315","Comparison between intra-articular infiltrations of placebo, steroids, hyaluronic and PRP for knee osteoarthritis: a Bayesian network meta-analysis","Migliorini F, Driessen A, Quack V, Sippel N, Cooper B, Mansy YE, Tingart M, Eschweiler J.","Arch Orthop Trauma Surg. 2021 Sep;141(9):1473-1490. doi: 10.1007/s00402-020-03551-y. Epub 2020 Jul 28.","Migliorini F","Arch Orthop Trauma Surg","2021","2020/07/30","","","10.1007/s00402-020-03551-y"
"32722395","Comparative Effect of Statins and Omega-3 Supplementation on Cardiovascular Events: Meta-Analysis and Network Meta-Analysis of 63 Randomized Controlled Trials Including 264,516 Participants","Hoang T, Kim J.","Nutrients. 2020 Jul 25;12(8):2218. doi: 10.3390/nu12082218.","Hoang T","Nutrients","2020","2020/07/30","PMC7468776","","10.3390/nu12082218"
"32721565","An Invited Commentary on ""Four interventions for pediatric femoral shaft fractures: Network meta-analysis of randomized trials"" (Int J Surg 2020;80:53-60)","Li H, Lu H.","Int J Surg. 2020 Sep;81:18. doi: 10.1016/j.ijsu.2020.07.037. Epub 2020 Jul 25.","Li H","Int J Surg","2020","2020/07/30","","","10.1016/j.ijsu.2020.07.037"
"32718882","Intrasocket interventions to prevent alveolar osteitis after mandibular third molar surgery: A systematic review and network meta-analysis","Canellas JVDS, Fraga SRG, Santoro MF, Netto JNS, Tinoco EMB.","J Craniomaxillofac Surg. 2020 Sep;48(9):902-913. doi: 10.1016/j.jcms.2020.06.012. Epub 2020 Jul 8.","Canellas JVDS","J Craniomaxillofac Surg","2020","2020/07/29","","","10.1016/j.jcms.2020.06.012"
"32718491","Treatment options for large posterior restorations: a systematic review and network meta-analysis","Vetromilla BM, Opdam NJ, Leida FL, Sarkis-Onofre R, Demarco FF, van der Loo MPJ, Cenci MS, Pereira-Cenci T.","J Am Dent Assoc. 2020 Aug;151(8):614-624.e18. doi: 10.1016/j.adaj.2020.05.006.","Vetromilla BM","J Am Dent Assoc","2020","2020/07/29","","","10.1016/j.adaj.2020.05.006"
"32717712","Vascular endothelial growth factor in major depressive disorder, schizophrenia, and bipolar disorder: A network meta-analysis","Pu J, Liu Y, Gui S, Tian L, Xu S, Song X, Zhong X, Chen Y, Chen X, Yu Y, Liu L, Zhang H, Wang H, Zhou C, Zhao L, Xie P.","Psychiatry Res. 2020 Oct;292:113319. doi: 10.1016/j.psychres.2020.113319. Epub 2020 Jul 20.","Pu J","Psychiatry Res","2020","2020/07/28","","","10.1016/j.psychres.2020.113319"
"32716118","Mechanical plaque removal of periodontal maintenance patients: A systematic review and network meta-analysis","Slot DE, Valkenburg C, Van der Weijden GAF.","J Clin Periodontol. 2020 Jul;47 Suppl 22:107-124. doi: 10.1111/jcpe.13275.","Slot DE","J Clin Periodontol","2020","2020/07/28","","","10.1111/jcpe.13275"
"32705610","A Network Meta-analysis of Surgery for Chronic Pancreatitis: Impact on Pain and Quality of Life","Ratnayake CBB, Kamarajah SK, Loveday BPT, Nayar M, Oppong K, White S, French JJ, Windsor JA, Pandanaboyana S.","J Gastrointest Surg. 2020 Dec;24(12):2865-2873. doi: 10.1007/s11605-020-04718-z. Epub 2020 Jul 23.","Ratnayake CBB","J Gastrointest Surg","2020","2020/07/25","","","10.1007/s11605-020-04718-z"
"32703667","Comparative effects of telemedicine and face-to-face warfarin management: A systematic review and network meta-analysis","Dhippayom T, Rattanachaisit N, Jhunsom S, Dilokthornsakul P, Chaiyakunapruk N, Devine B.","J Am Pharm Assoc (2003). 2020 Nov-Dec;60(6):880-891.e9. doi: 10.1016/j.japh.2020.06.010. Epub 2020 Jul 21.","Dhippayom T","J Am Pharm Assoc (2003)","2020","2020/07/25","","","10.1016/j.japh.2020.06.010"
"32702924","Traditional Chinese medicine for myasthenia gravis: Study protocol for a network meta-analysis","Xie R, Liu L, Wang R, Huang C.","Medicine (Baltimore). 2020 Jul 17;99(29):e21294. doi: 10.1097/MD.0000000000021294.","Xie R","Medicine (Baltimore)","2020","2020/07/25","PMC7373587","","10.1097/MD.0000000000021294"
"32702874","The effectiveness of different exercise modalities on sleep quality: A protocol for systematic review and network meta-analysis","Cao P, Cai Y, Zhang S, Wan Q.","Medicine (Baltimore). 2020 Jul 17;99(29):e21169. doi: 10.1097/MD.0000000000021169.","Cao P","Medicine (Baltimore)","2020","2020/07/25","PMC7373514","","10.1097/MD.0000000000021169"
"32702817","A comprehensive evaluation of single nucleotide polymorphisms associated with atrophic gastritis risk: A protocol for systematic review and network meta-analysis","Tang ZY, Ye ZM, Zheng JH, Jiang F, Tang YM.","Medicine (Baltimore). 2020 Jul 17;99(29):e20677. doi: 10.1097/MD.0000000000020677.","Tang ZY","Medicine (Baltimore)","2020","2020/07/25","PMC7373582","","10.1097/MD.0000000000020677"
"32701581","Adverse perinatal outcomes associated with antiretroviral therapy regimens: systematic review and network meta-analysis","Tshivuila-Matala COO, Honeyman S, Nesbitt C, Kirtley S, Kennedy SH, Hemelaar J.","AIDS. 2020 Sep 1;34(11):1643-1656. doi: 10.1097/QAD.0000000000002593.","Tshivuila-Matala COO","AIDS","2020","2020/07/24","","","10.1097/QAD.0000000000002593"
"32700442","Insulin glargine/lixisenatide fixed-ratio combination (iGlarLixi) compared with premix or addition of meal-time insulin to basal insulin in people with type 2 diabetes: A systematic review and Bayesian network meta-analysis","Home P, Blonde L, Kalra S, Ji L, Guyot P, Brulle-Wohlhueter C, Murray E, Shah R, Sayre T, Shaunik A.","Diabetes Obes Metab. 2020 Nov;22(11):2179-2188. doi: 10.1111/dom.14148. Epub 2020 Sep 3.","Home P","Diabetes Obes Metab","2020","2020/07/24","","","10.1111/dom.14148"
"32696884","Effects of four types of integrated Chinese and Western medicines for the treatment of COVID-19 in China: a network meta-analysis","Jin L, Xu Y, Yuan H.","Rev Assoc Med Bras (1992). 2020 Jun;66(6):771-777. doi: 10.1590/1806-9282.66.6.771. Epub 2020 Jul 20.","Jin L","Rev Assoc Med Bras (1992)","2020","2020/07/23","","","10.1590/1806-9282.66.6.771"
"32693632","Efficacy and Safety of Intra-Articular Cell-Based Therapy for Osteoarthritis: Systematic Review and Network Meta-Analysis","Ding W, Xu YQ, Zhang Y, Li AX, Qiu X, Wen HJ, Tan HB.","Cartilage. 2021 Dec;13(1_suppl):104S-115S. doi: 10.1177/1947603520942947. Epub 2020 Jul 22.","Ding W","Cartilage","2021","2020/07/23","PMC8808819","","10.1177/1947603520942947"
"32693196","P2Y12 inhibitor monotherapy versus aspirin monotherapy after short-term dual antiplatelet therapy for percutaneous coronary intervention: Insights from a network meta-analysis of randomized trials","Kuno T, Ueyama H, Takagi H, Bangalore S.","Am Heart J. 2020 Sep;227:82-90. doi: 10.1016/j.ahj.2020.06.008. Epub 2020 Jun 15.","Kuno T","Am Heart J","2020","2020/07/22","","","10.1016/j.ahj.2020.06.008"
"32693153","An invited commentary on ""Four interventions for pediatric femoral shaft fractures: Network meta-analysis of randomized trials"" [Int. J. Surg. (2020) Epub ahead of print]","Wang L, Cheng F.","Int J Surg. 2020 Aug;80:203. doi: 10.1016/j.ijsu.2020.07.018. Epub 2020 Jul 18.","Wang L","Int J Surg","2020","2020/07/22","","","10.1016/j.ijsu.2020.07.018"
"32691953","Mortality in patients undergoing revascularization with paclitaxel eluting devices for infrainguinal peripheral artery disease: Insights from a network meta-analysis of randomized trials","Kuno T, Ueyama H, Mikami T, Takagi H, Numasawa Y, Anzai H, Bangalore S.","Catheter Cardiovasc Interv. 2020 Oct 1;96(4):E467-E478. doi: 10.1002/ccd.29125. Epub 2020 Jul 21.","Kuno T","Catheter Cardiovasc Interv","2020","2020/07/22","","","10.1002/ccd.29125"
"32690088","Comparative efficacy of treatments for patients with knee osteoarthritis: a network meta-analysis","Li B, Zhang Y, Bi L.","Eur J Med Res. 2020 Jul 20;25(1):27. doi: 10.1186/s40001-020-00426-1.","Li B","Eur J Med Res","2020","2020/07/22","PMC7370491","","10.1186/s40001-020-00426-1"
"32686291","Efficacy of pharmacotherapeutics for patients comorbid with alcohol use disorders and depressive symptoms-A bayesian network meta-analysis","Li J, Wang H, Li M, Shen Q, Li X, Rong X, Peng Y.","CNS Neurosci Ther. 2020 Nov;26(11):1185-1197. doi: 10.1111/cns.13437. Epub 2020 Jul 19.","Li J","CNS Neurosci Ther","2020","2020/07/21","PMC7564195","","10.1111/cns.13437"
"32681366","The effect of calcium and vitamin D compounds on bone mineral density in patients undergoing glucocorticoid therapies: a network meta-analysis","Deng J, Silver Z, Huang E, Zheng E, Kavanagh K, Panicker J.","Clin Rheumatol. 2021 Feb;40(2):725-734. doi: 10.1007/s10067-020-05294-y. Epub 2020 Jul 17.","Deng J","Clin Rheumatol","2021","2020/07/19","","","10.1007/s10067-020-05294-y"
"32680607","Forty years of neuromuscular monitoring and postoperative residual curarisation: a meta-analysis and evaluation of confidence in network meta-analysis","Carvalho H, Verdonck M, Cools W, Geerts L, Forget P, Poelaert J.","Br J Anaesth. 2020 Oct;125(4):466-482. doi: 10.1016/j.bja.2020.05.063. Epub 2020 Jul 14.","Carvalho H","Br J Anaesth","2020","2020/07/19","","","10.1016/j.bja.2020.05.063"
"32675281","Comparative Efficacy and Safety of BP-Lowering Pharmacotherapy in Patients Undergoing Maintenance Dialysis: A Network Meta-Analysis of Randomized, Controlled Trials","Shaman AM, Smyth B, Arnott C, Palmer SC, Mihailidou AS, Jardine MJ, Gallagher MP, Perkovic V, Jun M.","Clin J Am Soc Nephrol. 2020 Aug 7;15(8):1129-1138. doi: 10.2215/CJN.12201019. Epub 2020 Jul 16.","Shaman AM","Clin J Am Soc Nephrol","2020","2020/07/18","PMC7409758","","10.2215/CJN.12201019"
"32672370","Exploiting relationships between outcomes in Bayesian multivariate network meta-analysis with an application to relapsing-remitting multiple sclerosis","Waddingham E, Matthews PM, Ashby D.","Stat Med. 2020 Oct 30;39(24):3329-3346. doi: 10.1002/sim.8668. Epub 2020 Jul 16.","Waddingham E","Stat Med","2020","2020/07/17","","","10.1002/sim.8668"
"32671872","Herbal derivatives in the management of mouth opening in oral submucous fibrosis-A network meta-analysis","Rajesh Kashyap R, Shanker Kashyap R.","Oral Dis. 2021 Oct;27(7):1606-1615. doi: 10.1111/odi.13544. Epub 2020 Aug 31.","Rajesh Kashyap R","Oral Dis","2021","2020/07/17","","","10.1111/odi.13544"
"32671519","Impact of Different Doses of Omega-3 Fatty Acids on Cardiovascular Outcomes: a Pairwise and Network Meta-analysis","Lombardi M, Chiabrando JG, Vescovo GM, Bressi E, Del Buono MG, Carbone S, Koenig RA, Van Tassell BW, Abbate A, Biondi-Zoccai G, Dixon DL.","Curr Atheroscler Rep. 2020 Jul 16;22(9):45. doi: 10.1007/s11883-020-00865-5.","Lombardi M","Curr Atheroscler Rep","2020","2020/07/17","","","10.1007/s11883-020-00865-5"
"32669412","Time in Range for Multiple Technologies in Type 1 Diabetes: A Systematic Review and Network Meta-analysis","Pease A, Lo C, Earnest A, Kiriakova V, Liew D, Zoungas S.","Diabetes Care. 2020 Aug;43(8):1967-1975. doi: 10.2337/dc19-1785.","Pease A","Diabetes Care","2020","2020/07/17","","","10.2337/dc19-1785"
"32668310","Efficacy and Safety of Postoperative Medications in Reducing Pain after Nonsurgical Endodontic Treatment: A Systematic Review and Network Meta-analysis","Zanjir M, Sgro A, Lighvan NL, Yarascavitch C, Shah PS, da Costa BR, Azarpazhooh A.","J Endod. 2020 Oct;46(10):1387-1402.e4. doi: 10.1016/j.joen.2020.07.002. Epub 2020 Jul 12.","Zanjir M","J Endod","2020","2020/07/16","","","10.1016/j.joen.2020.07.002"
"32668206","Comparative Effectiveness of Orthoses for Thumb Osteoarthritis: A Systematic Review and Network Meta-analysis","Marotta N, Demeco A, Marinaro C, Moggio L, Pino I, Barletta M, Petraroli A, Ammendolia A.","Arch Phys Med Rehabil. 2021 Mar;102(3):502-509. doi: 10.1016/j.apmr.2020.06.012. Epub 2020 Jul 12.","Marotta N","Arch Phys Med Rehabil","2021","2020/07/16","","","10.1016/j.apmr.2020.06.012"
"32665191","Network Meta-analysis for the Diagnostic Approach to Pathologic Nipple Discharge","Filipe MD, Patuleia SIS, de Jong VMT, Vriens MR, van Diest PJ, Witkamp AJ.","Clin Breast Cancer. 2020 Dec;20(6):e723-e748. doi: 10.1016/j.clbc.2020.05.015. Epub 2020 Jun 8.","Filipe MD","Clin Breast Cancer","2020","2020/07/16","","","10.1016/j.clbc.2020.05.015"
"32664144","Complementary and alternative therapies for post-traumatic stress disorder: A protocol for systematic review and network meta-analysis","Song K, Xiong F, Ding N, Huang A, Zhang H.","Medicine (Baltimore). 2020 Jul 10;99(28):e21142. doi: 10.1097/MD.0000000000021142.","Song K","Medicine (Baltimore)","2020","2020/07/16","PMC7360199","","10.1097/MD.0000000000021142"
"32664114","Comparative efficacy of Chinese herbal injections combined with GP regimen chemotherapy for patients with advanced NSCLC: A protocol for systematic review and network meta-analysis","Li J, Zhu GH, Liu TT, Xu BW, Li J.","Medicine (Baltimore). 2020 Jul 10;99(28):e21041. doi: 10.1097/MD.0000000000021041.","Li J","Medicine (Baltimore)","2020","2020/07/16","PMC7360220","","10.1097/MD.0000000000021041"
"32664109","Acupuncture and related therapies for stress urinary incontinence: A protocol for systematic review and network meta-analysis","Yang J, Cheng Y, Zhao L, Chen J, Zheng Q, Guo Y, Liang F.","Medicine (Baltimore). 2020 Jul 10;99(28):e21033. doi: 10.1097/MD.0000000000021033.","Yang J","Medicine (Baltimore)","2020","2020/07/16","PMC7360201","","10.1097/MD.0000000000021033"
"32662887","The efficacy and safety of treatments for infantile hemangiomas: a Bayesian network meta-analysis","Yang H, Hu DL, Xuan XX, Chen JJ, Xu S, Wu XJ, Zhang H, Shu Q, Guo XD.","Int J Dermatol. 2020 Nov;59(11):1320-1331. doi: 10.1111/ijd.15015. Epub 2020 Jul 14.","Yang H","Int J Dermatol","2020","2020/07/15","","","10.1111/ijd.15015"
"32662603","Stenting techniques for coronary bifurcation lesions: Evidence from a network meta-analysis of randomized clinical trials","Chiabrando JG, Lombardi M, Vescovo GM, Wohlford GF, Koenig RA, Abbate A, Guzmán LA, Berrocal DH, Biondi-Zoccai G.","Catheter Cardiovasc Interv. 2021 Feb 15;97(3):E306-E318. doi: 10.1002/ccd.29097. Epub 2020 Jul 14.","Chiabrando JG","Catheter Cardiovasc Interv","2021","2020/07/15","","","10.1002/ccd.29097"
"32662206","Performance of model-based network meta-analysis (MBNMA) of time-course relationships: A simulation study","Pedder H, Boucher M, Dias S, Bennetts M, Welton NJ.","Res Synth Methods. 2020 Sep;11(5):678-697. doi: 10.1002/jrsm.1432. Epub 2020 Aug 4.","Pedder H","Res Synth Methods","2020","2020/07/15","","","10.1002/jrsm.1432"
"32660314","Interventions to Reduce Aerosolized Microbes in Dental Practice: A Systematic Review with Network Meta-analysis of Randomized Controlled Trials","Koletsi D, Belibasakis GN, Eliades T.","J Dent Res. 2020 Oct;99(11):1228-1238. doi: 10.1177/0022034520943574. Epub 2020 Jul 13.","Koletsi D","J Dent Res","2020","2020/07/15","","","10.1177/0022034520943574"
"32659361","Fragility index of network meta-analysis with application to smoking cessation data","Xing A, Chu H, Lin L.","J Clin Epidemiol. 2020 Nov;127:29-39. doi: 10.1016/j.jclinepi.2020.07.003. Epub 2020 Jul 10.","Xing A","J Clin Epidemiol","2020","2020/07/14","PMC7669670","NIHMS1611107","10.1016/j.jclinepi.2020.07.003"
"32658035","The Efficacy and Safety of Piribedil Relative to Pramipexole for the Treatment of Early Parkinson Disease: A Systematic Literature Review and Network Meta-Analysis","Chen X, Ren C, Li J, Wang S, Dron L, Harari O, Whittington C.","Clin Neuropharmacol. 2020 Jul/Aug;43(4):100-106. doi: 10.1097/WNF.0000000000000400.","Chen X","Clin Neuropharmacol","2020","2020/07/14","","","10.1097/WNF.0000000000000400"
"32657479","Neo-adjuvant therapy for triple-negative breast cancer: Insights from a network meta-analysis","Miyashita H, Satoi S, Cruz C, Malamud SC.","Breast J. 2020 Sep;26(9):1717-1728. doi: 10.1111/tbj.13978. Epub 2020 Jul 13.","Miyashita H","Breast J","2020","2020/07/14","","","10.1111/tbj.13978"
"32654220","Aesthetic-And patient-related outcomes following root coverage procedures: A systematic review and network meta-analysis","Cairo F, Barootchi S, Tavelli L, Barbato L, Wang HL, Rasperini G, Graziani F, Tonetti M.","J Clin Periodontol. 2020 Nov;47(11):1403-1415. doi: 10.1111/jcpe.13346. Epub 2020 Sep 9.","Cairo F","J Clin Periodontol","2020","2020/07/13","","","10.1111/jcpe.13346"
"32645365","Interventions for Actinic Keratosis in Nonscalp and Nonface Localizations: Results from a Systematic Review with Network Meta-Analysis","Steeb T, Wessely A, Schmitz L, Heppt F, Kirchberger MC, Berking C, Heppt MV.","J Invest Dermatol. 2021 Feb;141(2):345-354.e8. doi: 10.1016/j.jid.2020.06.021. Epub 2020 Jul 6.","Steeb T","J Invest Dermatol","2021","2020/07/10","","","10.1016/j.jid.2020.06.021"
"32644171","Network Meta-analysis of No-History Methods to Calculate Intraocular Lens Power in Eyes With Previous Myopic Laser Refractive Surgery","Wen D, Yu J, Zeng Z, McAlinden C, Hu L, Feng K, Wang Y, Song B, Chen S, Ning R, Jin Y, Wang Q, Yu AY, Huang J.","J Refract Surg. 2020 Jul 1;36(7):481-490. doi: 10.3928/1081597X-20200519-04.","Wen D","J Refract Surg","2020","2020/07/10","","","10.3928/1081597X-20200519-04"
"32641333","Exercise versus fixed-dose combination therapy for cardiovascular risk factors control and atherosclerotic disease prevention: a network meta-analysis protocol","Pozuelo-Carrascosa DP, Cavero-Redondo I, Fernández Rodríguez R, Pascual Morena C, Sequí-Domínguez I, Martinez-Vizcaino V.","BMJ Open. 2020 Jul 8;10(7):e036734. doi: 10.1136/bmjopen-2019-036734.","Pozuelo-Carrascosa DP","BMJ Open","2020","2020/07/10","PMC7348467","","10.1136/bmjopen-2019-036734"
